Domain	Status	Genome ID	Genome Name	
Bacteria	Permanent Draft	2516653053	Deinococcus ficus KS 0460	
Bacteria	Finished	2517093035	Corynebacterium ulcerans 0102	
Bacteria	Permanent Draft	2518285594	Cutibacterium acnes ATCC 6919	
Bacteria	Permanent Draft	2518285595	Cutibacterium granulosum ATCC 25564	
Bacteria	Permanent Draft	2518285596	Cutibacterium avidum VPI 0179	
Bacteria	Permanent Draft	2518285597	Acidipropionibacterium acidipropionici ATCC 4875	
Bacteria	Permanent Draft	2518285598	Acidipropionibacterium jensenii ATCC 14073	
Bacteria	Finished	2518645564	Corynebacterium pseudotuberculosis sv. Equi 258	
Bacteria	Finished	2518645565	Corynebacterium pseudotuberculosis Cp162	
Bacteria	Permanent Draft	2518645620	Selenomonas bovis DSM 23594	
Bacteria	Permanent Draft	2518645621	Propionispira raffinosivorans DSM 20765	
Bacteria	Permanent Draft	2519899689	Megamonas rupellensis DSM 19944	
Bacteria	Permanent Draft	2519899744	Mycolicibacterium fortuitum fortuitum DSM 46621	
Bacteria	Finished	2521172602	Acidipropionibacterium acidipropionici ATCC 4875	
Bacteria	Permanent Draft	2521172630	Mycobacterium sp. 360MFTsu5.1	
Bacteria	Permanent Draft	2522572156	Granulicoccus phenolivorans DSM 17626	
Bacteria	Finished	2522572173	Cutibacterium acnes C1	
Bacteria	Permanent Draft	2523231069	Acidipropionibacterium thoenii DSM 20276	
Bacteria	Permanent Draft	2523231070	Propionicicella superfundia DSM 22317	
Bacteria	Permanent Draft	2523533551	Acidipropionibacterium jensenii DSM 20535	
Bacteria	Permanent Draft	2523533555	Propionimicrobium lymphophilum DSM 4903	
Bacteria	Permanent Draft	2523533584	Dermatophilus congolensis DSM 44180	
Bacteria	Permanent Draft	2523533600	Aestuariimicrobium kwangyangense DSM 21549	
Bacteria	Permanent Draft	2523533610	Megamonas hypermegale DSM 1672	
Bacteria	Permanent Draft	2524023180	Kineosphaera limosa NBRC 100340	
Bacteria	Permanent Draft	2524023206	Citrifermentans bremense R1	
Bacteria	Permanent Draft	2524614535	Arsenicicoccus bolidensis DSM 15745	
Bacteria	Permanent Draft	2524614613	Corynebacterium freiburgense DSM 45254	
Bacteria	Permanent Draft	2524614676	Geovibrio sp. L21-Ace-BES, DSM 26904	
Bacteria	Permanent Draft	2524614686	Selenomonas ruminantium ATCC 12561	
Bacteria	Permanent Draft	2524614803	Propionibacterium acidifaciens DSM 21887	
Bacteria	Permanent Draft	2524614857	Deinococcus ficus DSM 19119	
Bacteria	Permanent Draft	2529292557	Corynebacterium glucuronolyticum DSM 44120	
Bacteria	Permanent Draft	2529292840	Cutibacterium acnes HL002PA2	
Bacteria	Permanent Draft	2529292847	Cutibacterium acnes HL063PA2	
Bacteria	Permanent Draft	2529292952	Cutibacterium acnes HL082PA2	
Bacteria	Permanent Draft	2529293281	Cutibacterium humerusii HL037PA3	
Bacteria	Permanent Draft	2531839222	Cutibacterium acnes HL045PA1	
Bacteria	Permanent Draft	2531839223	Cutibacterium acnes HL013PA1	
Bacteria	Permanent Draft	2531839225	Cutibacterium acnes HL020PA1	
Bacteria	Permanent Draft	2531839226	Cutibacterium acnes HL053PA2	
Bacteria	Permanent Draft	2531839313	Cutibacterium acnes HL087PA2	
Bacteria	Permanent Draft	2531839314	Cutibacterium acnes HL087PA3	
Bacteria	Permanent Draft	2531839315	Cutibacterium acnes HL110PA4	
Bacteria	Permanent Draft	2531839316	Cutibacterium acnes HL087PA1	
Bacteria	Permanent Draft	2531839317	Cutibacterium acnes HL092PA1	
Bacteria	Permanent Draft	2531839318	Cutibacterium acnes HL083PA1	
Bacteria	Permanent Draft	2531839319	Cutibacterium acnes HL060PA1	
Bacteria	Permanent Draft	2531839320	Cutibacterium acnes HL038PA1	
Bacteria	Permanent Draft	2531839323	Cutibacterium acnes HL083PA2	
Bacteria	Permanent Draft	2531839324	Cutibacterium acnes HL025PA1	
Bacteria	Permanent Draft	2531839421	Cutibacterium acnes HL036PA3	
Bacteria	Permanent Draft	2531839422	Cutibacterium humerusii HL044PA1	
Bacteria	Permanent Draft	2531839423	Cutibacterium acnes HL030PA2	
Bacteria	Permanent Draft	2531839424	Cutibacterium acnes HL001PA1	
Bacteria	Permanent Draft	2531839425	Cutibacterium acnes HL036PA1	
Bacteria	Permanent Draft	2531839426	Cutibacterium acnes HL036PA2	
Bacteria	Permanent Draft	2531839427	Cutibacterium acnes HL050PA1	
Bacteria	Permanent Draft	2531839428	Cutibacterium acnes HL050PA2	
Bacteria	Permanent Draft	2531839429	Cutibacterium acnes HL050PA3	
Bacteria	Permanent Draft	2531839430	Cutibacterium acnes HL030PA1	
Bacteria	Permanent Draft	2531839451	Cutibacterium acnes FZ1/2/0	
Bacteria	Permanent Draft	2531839572	Cutibacterium acnes SK182B-JCVI	
Bacteria	Permanent Draft	2531839621	Cutibacterium humerusii P08	
Bacteria	Permanent Draft	2531839679	Corynebacterium diphtheriae bv. intermedius NCTC 5011	
Bacteria	Permanent Draft	2534681625	Rhodopirellula sp. SWK7	
Bacteria	Permanent Draft	2534681797	Cutibacterium humerusii HL037PA2	
Bacteria	Permanent Draft	2534681798	Cutibacterium acnes HL037PA1	
Bacteria	Permanent Draft	2534682005	Cutibacterium acnes HL078PA1	
Bacteria	Permanent Draft	2537561578	Cutibacterium acnes HL110PA3	
Bacteria	Permanent Draft	2537561579	Cutibacterium acnes HL110PA2	
Bacteria	Permanent Draft	2537561580	Cutibacterium acnes HL043PA2	
Bacteria	Permanent Draft	2537561581	Cutibacterium acnes HL043PA1	
Bacteria	Permanent Draft	2537561582	Cutibacterium acnes HL013PA2	
Bacteria	Permanent Draft	2537561583	Cutibacterium acnes HL110PA1	
Bacteria	Permanent Draft	2537561584	Cutibacterium acnes HL074PA1	
Bacteria	Permanent Draft	2537561585	Cutibacterium acnes HL072PA2	
Bacteria	Permanent Draft	2537561586	Cutibacterium acnes HL072PA1	
Bacteria	Permanent Draft	2537561594	Cutibacterium acnes HL099PA1	
Bacteria	Permanent Draft	2537561595	Cutibacterium acnes HL097PA1	
Bacteria	Permanent Draft	2537561596	Cutibacterium acnes HL103PA1	
Bacteria	Permanent Draft	2537561597	Cutibacterium acnes HL096PA3	
Bacteria	Permanent Draft	2537561598	Cutibacterium acnes HL096PA2	
Bacteria	Permanent Draft	2537561633	Selenomonas sp. CM52	
Bacteria	Permanent Draft	2537561671	Cutibacterium acnes HL046PA2	
Bacteria	Permanent Draft	2537561672	Cutibacterium acnes HL046PA1	
Bacteria	Permanent Draft	2537561673	Cutibacterium acnes HL005PA2	
Bacteria	Permanent Draft	2537561674	Cutibacterium acnes HL005PA1	
Bacteria	Permanent Draft	2537561675	Cutibacterium acnes HL059PA1	
Bacteria	Permanent Draft	2537561676	Cutibacterium acnes HL025PA2	
Bacteria	Permanent Draft	2537561677	Cutibacterium acnes HL086PA1	
Bacteria	Permanent Draft	2537561678	Cutibacterium acnes HL059PA2	
Bacteria	Permanent Draft	2537561681	Cutibacterium acnes HL005PA4	
Bacteria	Permanent Draft	2537561682	Cutibacterium acnes HL005PA3	
Bacteria	Permanent Draft	2537561736	Cutibacterium acnes HL082PA1	
Bacteria	Permanent Draft	2537561743	Cutibacterium acnes HL056PA1	
Bacteria	Permanent Draft	2537561815	Cutibacterium acnes HL007PA1	
Bacteria	Permanent Draft	2537561816	Cutibacterium acnes HL002PA3	
Bacteria	Permanent Draft	2537561817	Cutibacterium acnes HL053PA1	
Bacteria	Permanent Draft	2537561818	Cutibacterium acnes HL002PA1	
Bacteria	Permanent Draft	2537561819	Cutibacterium acnes HL063PA1	
Bacteria	Permanent Draft	2537561820	Cutibacterium acnes HL027PA2	
Bacteria	Permanent Draft	2537561821	Cutibacterium acnes HL027PA1	
Bacteria	Permanent Draft	2537561822	Cutibacterium acnes HL067PA1	
Bacteria	Permanent Draft	2537561950	Corynebacterium durum F0235	
Bacteria	Permanent Draft	2537562124	Cutibacterium acnes SK182	
Bacteria	Permanent Draft	2537562210	Austwickia chelonae NBRC 105200	
Bacteria	Permanent Draft	2540341033	Rhodopirellula sallentina SM41	
Bacteria	Finished	2540341150	Corynebacterium pseudotuberculosis 31	
Bacteria	Finished	2540341165	Arachnia propionica F0230a	
Bacteria	Permanent Draft	2541046979	Propionimicrobium lymphophilum ACS-093-V-SCH5	
Bacteria	Permanent Draft	2541046993	Corynebacterium sp. HFH0082	
Bacteria	Permanent Draft	2541047000	Corynebacterium pyruviciproducens ATCC BAA-1742	
Bacteria	Permanent Draft	2541047016	Propionibacterium sp. HGH0353	
Bacteria	Permanent Draft	2541047021	Propionibacterium sp. oral taxon 192 F0372	
Bacteria	Finished	2541047023	Cutibacterium avidum 44067	
Bacteria	Permanent Draft	2541047477	Corynebacterium diphtheriae DSM 43988	
Bacteria	Permanent Draft	2541047478	Corynebacterium diphtheriae Aberdeen	
Bacteria	Permanent Draft	2545824790	Cutibacterium granulosum TM11	
Bacteria	Permanent Draft	2548876921	Corynebacterium diphtheriae bv. mitis NC03529	
Bacteria	Permanent Draft	2551306544	Mycobacterium sp. VKM Ac-1817D	
Bacteria	Permanent Draft	2554235288	Mycobacterium sp. UM_WWY	
Bacteria	Finished	2554235426	Corynebacterium argentoratense DSM 44202	
Bacteria	Draft	2556793010	Acidobacteria bacterium AB23	
Bacteria	Permanent Draft	2556921018	Acidobacteriaceae bacterium URHE0068	
Bacteria	Permanent Draft	2558860125	Propionibacteriaceae bacterium P6A17	
Bacteria	Finished	2558860221	Corynebacterium vitaeruminis DSM 20294 Genome sequencing	
Bacteria	Permanent Draft	2558860393	Propionimicrobium sp. BV2F7	
Bacteria	Permanent Draft	2558860397	Propionibacterium sp. KPL1838	
Bacteria	Permanent Draft	2558860398	Propionibacterium sp. KPL1844	
Bacteria	Permanent Draft	2558860400	Propionibacterium sp. KPL1847	
Bacteria	Permanent Draft	2558860401	Propionibacterium sp. KPL1849	
Bacteria	Permanent Draft	2558860402	Propionibacterium sp. KPL1852	
Bacteria	Permanent Draft	2558860403	Propionibacterium sp. KPL1854	
Bacteria	Permanent Draft	2558860418	Propionibacterium sp. KPL2000	
Bacteria	Permanent Draft	2558860419	Propionibacterium sp. KPL2003	
Bacteria	Permanent Draft	2558860420	Propionibacterium sp. KPL2009	
Bacteria	Permanent Draft	2558860422	Propionibacterium sp. KPL2005	
Bacteria	Permanent Draft	2558860423	Propionibacterium sp. KPL2008	
Bacteria	Permanent Draft	2558860977	Selenomonas ruminantium AC2024	
Bacteria	Permanent Draft	2561511079	Selenomonas sp. FC4001	
Bacteria	Permanent Draft	2561511135	Corynebacterium vitaeruminis Ga6A13	
Bacteria	Finished	2561511167	Cutibacterium acnes HL096PA1	
Bacteria	Permanent Draft	2561511229	Selenomonas bovis 8-14-1	
Bacteria	Permanent Draft	2562617002	Selenomonas sp. ND2010	
Bacteria	Permanent Draft	2562617013	Selenomonas ruminantium AB3002	
Bacteria	Permanent Draft	2563366507	Mycobacterium sp. UNC410CL29Cvi84	
Bacteria	Permanent Draft	2563366600	Selenomonas sp. AE3005	
Bacteria	Permanent Draft	2563366735	Propionibacterium sp. MB3007	
Bacteria	Permanent Draft	2563367147	Cutibacterium acnes HL042PA3	
Bacteria	Permanent Draft	2563367224	Corynebacterium ulcerans NCTC 12077	
Bacteria	Permanent Draft	2565956823	Mitsuokella sp. oral taxon 131 W9106	
Bacteria	Permanent Draft	2571042378	Cutibacterium acnes PA2	
Bacteria	Permanent Draft	2571042832	Cutibacterium acnes P6	
Bacteria	Permanent Draft	2576861376	Cutibacterium acnes JCM 18909	
Bacteria	Permanent Draft	2576861738	Cutibacterium acnes JCM 18916	
Bacteria	Permanent Draft	2576861741	Cutibacterium acnes JCM 18918	
Bacteria	Permanent Draft	2576861751	Cutibacterium acnes JCM 18920	
Bacteria	Permanent Draft	2579778519	Mycobacterium sp. UNC280MFTsu5.1	
Bacteria	Permanent Draft	2582580622	Composite genome from Trout Bog Epilimnion pan-assembly TBepi.metabat.211	
Bacteria	Permanent Draft	2582580625	Composite genome from Trout Bog Epilimnion pan-assembly TBepi.metabat.2493	
Bacteria	Draft	2582580651	Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.111	
Bacteria	Draft	2582580658	Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2159	
Bacteria	Draft	2582580659	Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2160	
Bacteria	Draft	2582580672	Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.3273	
Bacteria	Draft	2582580689	Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4645	
Bacteria	Permanent Draft	2585427598	Tessaracoccus bendigoensis DSM 12906	
Bacteria	Finished	2585427622	Cutibacterium acnes hdn-1	
Bacteria	Permanent Draft	2585427958	Mycobacteroides abscessus MAB_082312_2273	
Bacteria	Finished	2588253761	Corynebacterium pseudotuberculosis Ft_2193/67	
Bacteria	Finished	2588253762	Corynebacterium pseudotuberculosis CS_10	
Bacteria	Finished	2588253763	Corynebacterium pseudotuberculosis 48252	
Bacteria	Draft	2593339184	Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.3520.v2	
Bacteria	Permanent Draft	2593339219	Selenomonas ruminantium lactilytica DSM 2872	
Bacteria	Permanent Draft	2593339270	Selenomonas ruminantium C3	
Bacteria	Permanent Draft	2595698242	Selenomonas ruminantium GACV-9	
Bacteria	Finished	2597490150	Corynebacterium sp. 6931	
Bacteria	Permanent Draft	2602041614	Cutibacterium avidum TM16	
Bacteria	Permanent Draft	2602041680	Cutibacterium granulosum VPI 0507	
Bacteria	Permanent Draft	2602042026	Propionispira arboris DSM 2179	
Bacteria	Finished	2606217205	Corynebacterium kutscheri DSM 20755 Genome Sequencing	
Bacteria	Draft	2609459750	Bacterial ectosymbiont of Kentrophoros (Beck) morphospecies H SA2B15	
Bacteria	Permanent Draft	2609459802	Cutibacterium acnes HL201PA1	
Bacteria	Permanent Draft	2609459851	Cutibacterium acnes HL202PA1	
Bacteria	Draft	2615840503	Bacterial ectosymbiont of Kentrophoros (Beck) morphospecies H SA2B20	
Bacteria	Draft	2615840504	Bacterial ectosymbiont of Kentrophoros (Beck) morphospecies H SA2B12	
Bacteria	Draft	2615840505	Bacterial ectosymbiont of Kentrophoros (Beck) morphospecies SD S127	
Bacteria	Draft	2615840506	Bacterial ectosymbiont of Kentrophoros (Beck) morphospecies SD S1320	
Bacteria	Draft	2615840507	Bacterial ectosymbiont of Kentrophoros (Beck) morphospecies SD S1321	
Bacteria	Draft	2615840508	Bacterial ectosymbiont of Kentrophoros (Beck) morphospecies LPFa S312	
Bacteria	Draft	2615840509	Bacterial ectosymbiont of Kentrophoros (Beck) morphospecies LPFa S313	
Bacteria	Draft	2615840510	Bacterial ectosymbiont of Kentrophoros (Beck) morphospecies LPFa S426	
Bacteria	Draft	2615840511	Bacterial ectosymbiont of Kentrophoros (Beck) morphospecies LFY M6	
Bacteria	Draft	2615840512	Bacterial ectosymbiont of Kentrophoros (Beck) morphospecies LFY M7	
Bacteria	Draft	2615840513	Bacterial ectosymbiont of Kentrophoros (Beck) morphospecies LFY BY7	
Bacteria	Draft	2615840514	Bacterial ectosymbiont of Kentrophoros (Beck) morphospecies TUN BY1	
Bacteria	Draft	2615840515	Bacterial ectosymbiont of Kentrophoros (Beck) morphospecies TUN BY2	
Bacteria	Draft	2615840516	Bacterial ectosymbiont of Kentrophoros (Beck) morphospecies TUN BY3	
Bacteria	Draft	2615840517	Bacterial ectosymbiont of Kentrophoros (Beck) morphospecies UNK BY8	
Bacteria	Draft	2615840518	Bacterial ectosymbiont of Kentrophoros (Beck) morphospecies UNK BY19	
Bacteria	Finished	2615840652	Corynebacterium epidermidicanis DSM 45586 Genome Sequencing	
Bacteria	Finished	2617270851	Corynebacterium amycolatum DSM 6922 Genome Sequencing	
Bacteria	Permanent Draft	2617270936	Tessaracoccus oleiagri CGMCC 1.9159	
Bacteria	Permanent Draft	2619619216	Cutibacterium acnes ATCC 6919	
Bacteria	Permanent Draft	2619619217	Cutibacterium acnes HL411PA1	
Bacteria	Permanent Draft	2619619253	Propionibacterium freudenreichii freudenreichii ITG P20	
Bacteria	Draft	2623620399	Acidobacteria sp. genome_bin_1	
Bacteria	Draft	2623620407	Plantomycetaceae sp. genome_bin_12	
Bacteria	Permanent Draft	2623620514	Selenomonas ruminantium Z108	
Bacteria	Permanent Draft	2623620517	Selenomonas ruminatium S137	
Bacteria	Finished	2623620526	Corynebacterium durum DSM 45333 Genome sequencing	
Bacteria	Finished	2623620529	Corynebacterium aquilae S-613	
Bacteria	Permanent Draft	2627853595	Propionicimonas paludicola DSM 15597	
Bacteria	Permanent Draft	2627853633	Corynebacterium pseudotuberculosis CCUG 27541	
Bacteria	Finished	2627853667	Propionibacterium freudenreichii freudenreichii DSM 20271	
Bacteria	Finished	2627853834	Corynebacterium ulcerans 05146	
Bacteria	Finished	2627853989	Corynebacterium ulcerans FRC11	
Bacteria	Permanent Draft	2627854161	Corynebacterium argentoratense CNM 463/05	
Bacteria	Finished	2627854250	Corynebacterium ulcerans 210932	
Bacteria	Permanent Draft	2630968451	Corynebacterium kroppenstedtii ITA105	
Bacteria	Permanent Draft	2630968481	Corynebacterium diphtheriae HC07	
Bacteria	Permanent Draft	2630968795	Corynebacterium ulcerans LSPQ-04228	
Bacteria	Finished	2634166441	Corynebacterium pseudotuberculosis VD57	
Bacteria	Permanent Draft	2634166511	Corynebacterium kroppenstedtii ITA205	
Bacteria	Permanent Draft	2636415402	Tessaracoccus massiliensis SIT6	
Bacteria	Finished	2636415463	Corynebacterium pseudotuberculosis 29156	
Bacteria	Permanent Draft	2636415533	Nigerium massiliense SIT7	
Bacteria	Permanent Draft	2636415748	Corynebacterium diphtheriae bv. gravis ISS 4749	
Bacteria	Permanent Draft	2636415805	Mycolicibacterium llatzerense CLUC14	
Bacteria	Finished	2636415853	Corynebacterium ulcerans 131002	
Bacteria	Permanent Draft	2636416058	Mycobacterium sp. 283MFTsu	
Bacteria	Finished	2639762781	Corynebacterium pseudotuberculosis E19B9	
Bacteria	Permanent Draft	2639762940	Corynebacterium diphtheriae bv. gravis ISS 4746	
Bacteria	Permanent Draft	2639763023	Propionibacterium freudenreichii CIRM-BIA125	
Bacteria	Permanent Draft	2639763133	Corynebacterium diphtheriae bv. gravis ISS 4060	
Bacteria	Finished	2645727559	Corynebacterium ulcerans 131001	
Bacteria	Finished	2645727678	Corynebacterium pseudotuberculosis 226	
Bacteria	Finished	2645727750	Corynebacterium lactis RW2-5	
Bacteria	Permanent Draft	2645727762	Propionibacterium freudenreichii CIRM-BIA1025	
Bacteria	Finished	2645727783	Corynebacterium pseudotuberculosis 1002B	
Bacteria	Finished	2645727818	Corynebacterium pseudotuberculosis 262	
Bacteria	Finished	2645727838	Corynebacterium ulcerans 210931	
Bacteria	Permanent Draft	2645727974	Cutibacterium acnes PMH5	
Bacteria	Finished	2648501232	Mycolicibacterium fortuitum CT6	
Bacteria	Permanent Draft	2648501352	Corynebacterium ulcerans 04-7514	
Bacteria	Permanent Draft	2648501368	Mobilicoccus massiliensis SIT2	
Bacteria	Permanent Draft	2648501415	Corynebacterium ulcerans 04-3911	
Bacteria	Permanent Draft	2648501440	Corynebacterium diphtheriae 17801	
Bacteria	Permanent Draft	2648501448	Cutibacterium acnes PMH7	
Bacteria	Permanent Draft	2648501452	Corynebacterium ulcerans LSPQ-04227	
Bacteria	Permanent Draft	2648501457	Corynebacterium argentoratense CNM 601/08	
Bacteria	Finished	2648501731	Corynebacterium pseudotuberculosis 12C	
Bacteria	Permanent Draft	2651870304	Raineyella antarctica LZ-22	
Bacteria	Permanent Draft	2651870354	Bacterial ectosymbiont of Kentrophoros (Beck) morphospecies FM BZ163	
Bacteria	Permanent Draft	2651870355	Bacterial ectosymbiont of Kentrophoros (Beck) morphospecies FM BZ164	
Bacteria	Permanent Draft	2651870356	Bacterial ectosymbiont of Kentrophoros (Beck) morphospecies FM BZ165	
Bacteria	Permanent Draft	2651870363	Megamonas sp. Calf98-2	
Bacteria	Permanent Draft	2651870365	Bacterial ectosymbiont of Kentrophoros (Beck) morphospecies TC BZ125	
Bacteria	Permanent Draft	2651870366	Bacterial ectosymbiont of Kentrophoros (Beck) morphospecies TC BZ126	
Bacteria	Permanent Draft	2654587695	Corynebacterium ulcerans 03-8664	
Bacteria	Finished	2654587755	Cutibacterium acnes AE1	
Bacteria	Permanent Draft	2654587910	Bacterial ectosymbiont of Kentrophoros (Beck) morphospecies G BZ157	
Bacteria	Permanent Draft	2654587911	Bacterial ectosymbiont of Kentrophoros (Beck) morphospecies G BZ180	
Bacteria	Permanent Draft	2654587912	Bacterial ectosymbiont of Kentrophoros (Beck) morphospecies G BZ181	
Bacteria	Permanent Draft	2654587913	Bacterial ectosymbiont of Kentrophoros (Beck) morphospecies FW BZ15	
Bacteria	Permanent Draft	2654587914	Bacterial ectosymbiont of Kentrophoros (Beck) morphospecies FW BZ106	
Bacteria	Permanent Draft	2654587915	Bacterial ectosymbiont of Kentrophoros (Beck) morphospecies FW BZ131	
Bacteria	Permanent Draft	2654587916	Bacterial ectosymbiont of Kentrophoros (Beck) morphospecies TC BZ123	
Bacteria	Permanent Draft	2654587917	Bacterial ectosymbiont of Kentrophoros (Beck) morphospecies MB BZ197	
Bacteria	Permanent Draft	2654587918	Bacterial ectosymbiont of Kentrophoros (Beck) morphospecies MB BZ198	
Bacteria	Permanent Draft	2654587919	Bacterial ectosymbiont of Kentrophoros (Beck) morphospecies MB BZ199	
Bacteria	Permanent Draft	2654588115	Selenomonas ruminantium L14	
Bacteria	Permanent Draft	2654588117	Selenomonas ruminantium WCT3	
Bacteria	Permanent Draft	2654588174	Selenomonas ruminantium HD4	
Bacteria	Permanent Draft	2654588177	Selenomonas ruminantium KH1T6	
Bacteria	Permanent Draft	2654588184	Cutibacterium acnes NLAE-zl-G260	
Bacteria	Finished	2657245502	Cutibacterium acnes PA_15_2_L1	
Bacteria	Finished	2657245564	Corynebacterium pseudotuberculosis MB66	
Bacteria	Permanent Draft	2657245654	Propionibacterium freudenreichii CIRM-BIA 527	
Bacteria	Permanent Draft	2660237914	Propionibacterium freudenreichii CIRM-BIA 508	
Bacteria	Finished	2660238308	Cutibacterium acnes PA_12_1_L1	
Bacteria	Finished	2660238345	Corynebacterium diphtheriae NCTC11397	
Bacteria	Finished	2660238400	Cutibacterium acnes PA_12_1_R1	
