,strain,gene,hit_score
60,Acidaminococcus_fermentans,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,153.9
61,Acidaminococcus_fermentans,methylmalonyl-CoA-epimerase-EC5-1-99-1,27.1
62,Acidaminococcus_fermentans,methylmalonyl-CoA-mutase-EC5-4-99-2,19.5
63,Acidovorax_facilis,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,65.6
64,Acidovorax_facilis,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,627.8
65,Acidovorax_facilis,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,33.3
66,Acidovorax_facilis,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,844.5
67,Acidovorax_facilis,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,91.7
68,Acidovorax_facilis,methylmalonyl-CoA-epimerase-EC5-1-99-1,62.8
69,Acidovorax_facilis,methylmalonyl-CoA-mutase-EC5-4-99-2,789.5
70,Acidovorax_wautersii,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,61.8
71,Acidovorax_wautersii,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,632.6
72,Acidovorax_wautersii,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,31.4
73,Acidovorax_wautersii,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,849.2
74,Acidovorax_wautersii,methylmalonyl-CoA-decarboxylaseDelta-KOK23352,15.8
75,Acidovorax_wautersii,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,89.1
76,Acidovorax_wautersii,methylmalonyl-CoA-epimerase-EC5-1-99-1,58.7
77,Acidovorax_wautersii,methylmalonyl-CoA-mutase-EC5-4-99-2,781.4
78,Acinetobacter_baumannii,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,81.3
79,Acinetobacter_baumannii,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,321.3
80,Acinetobacter_baumannii,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,30.9
81,Acinetobacter_baumannii,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,405.8
82,Acinetobacter_baumannii,methylmalonyl-CoA-decarboxylaseDelta-KOK23352,13.6
83,Acinetobacter_baumannii,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,113.7
84,Acinetobacter_baumannii,methylmalonyl-CoA-epimerase-EC5-1-99-1,50.8
85,Acinetobacter_calcoaceticus,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,78.1
86,Acinetobacter_calcoaceticus,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,317.5
87,Acinetobacter_calcoaceticus,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,30.4
88,Acinetobacter_calcoaceticus,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,404.2
89,Acinetobacter_calcoaceticus,methylmalonyl-CoA-decarboxylaseDelta-KOK23352,14.1
90,Acinetobacter_calcoaceticus,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,118.2
91,Acinetobacter_calcoaceticus,methylmalonyl-CoA-epimerase-EC5-1-99-1,48.2
92,Acinetobacter_calcoaceticus,methylmalonyl-CoA-mutase-EC5-4-99-2,12.3
93,Acinetobacter_haemolyticus,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,75.9
94,Acinetobacter_haemolyticus,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,320.6
95,Acinetobacter_haemolyticus,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,24.8
96,Acinetobacter_haemolyticus,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,406.8
97,Acinetobacter_haemolyticus,methylmalonyl-CoA-decarboxylaseDelta-KOK23352,14.4
98,Acinetobacter_haemolyticus,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,110.5
99,Acinetobacter_haemolyticus,methylmalonyl-CoA-epimerase-EC5-1-99-1,52.0
100,Acinetobacter_haemolyticus,methylmalonyl-CoA-mutase-EC5-4-99-2,13.3
101,Acinetobacter_johnsonii,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,79.5
102,Acinetobacter_johnsonii,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,326.6
103,Acinetobacter_johnsonii,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,28.5
104,Acinetobacter_johnsonii,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,407.5
105,Acinetobacter_johnsonii,methylmalonyl-CoA-decarboxylaseDelta-KOK23352,15.3
106,Acinetobacter_johnsonii,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,111.1
107,Acinetobacter_johnsonii,methylmalonyl-CoA-epimerase-EC5-1-99-1,47.9
108,Acinetobacter_johnsonii,methylmalonyl-CoA-mutase-EC5-4-99-2,13.4
109,Acinetobacter_junii,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,83.9
110,Acinetobacter_junii,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,320.2
111,Acinetobacter_junii,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,24.8
112,Acinetobacter_junii,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,405.6
113,Acinetobacter_junii,methylmalonyl-CoA-decarboxylaseDelta-KOK23352,16.1
114,Acinetobacter_junii,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,105.8
115,Acinetobacter_junii,methylmalonyl-CoA-epimerase-EC5-1-99-1,47.4
116,Acinetobacter_junii,methylmalonyl-CoA-mutase-EC5-4-99-2,13.4
117,Acinetobacter_lwoffii,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,79.6
118,Acinetobacter_lwoffii,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,318.0
119,Acinetobacter_lwoffii,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,47.1
120,Acinetobacter_lwoffii,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,402.6
121,Acinetobacter_lwoffii,methylmalonyl-CoA-decarboxylaseDelta-KOK23352,13.4
122,Acinetobacter_lwoffii,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,108.1
123,Acinetobacter_lwoffii,methylmalonyl-CoA-epimerase-EC5-1-99-1,49.1
124,Acinetobacter_lwoffii,methylmalonyl-CoA-mutase-EC5-4-99-2,14.1
125,Acinetobacter_pittii,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,80.1
126,Acinetobacter_pittii,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,318.1
127,Acinetobacter_pittii,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,45.1
128,Acinetobacter_pittii,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,405.6
129,Acinetobacter_pittii,methylmalonyl-CoA-decarboxylaseDelta-KOK23352,15.2
130,Acinetobacter_pittii,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,117.2
131,Acinetobacter_pittii,methylmalonyl-CoA-epimerase-EC5-1-99-1,48.6
132,Acinetobacter_pittii,methylmalonyl-CoA-mutase-EC5-4-99-2,13.5
133,Acinetobacter_radioresistens,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,93.1
134,Acinetobacter_radioresistens,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,320.9
135,Acinetobacter_radioresistens,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,48.2
136,Acinetobacter_radioresistens,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,411.4
137,Acinetobacter_radioresistens,methylmalonyl-CoA-decarboxylaseDelta-KOK23352,14.4
138,Acinetobacter_radioresistens,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,117.4
139,Acinetobacter_radioresistens,methylmalonyl-CoA-epimerase-EC5-1-99-1,47.2
140,Acinetobacter_radioresistens,methylmalonyl-CoA-mutase-EC5-4-99-2,15.7
141,Acinetobacter_septicus,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,95.2
142,Acinetobacter_septicus,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,49.6
143,Acinetobacter_septicus,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,58.8
144,Acinetobacter_septicus,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,132.0
145,Acinetobacter_septicus,methylmalonyl-CoA-epimerase-EC5-1-99-1,46.9
146,Acinetobacter_septicus,methylmalonyl-CoA-mutase-EC5-4-99-2,13.2
147,Actinobacillus_capsulatus,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,84.0
148,Actinobacillus_capsulatus,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,74.7
149,Actinobacillus_capsulatus,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,620.7
150,Actinobacillus_capsulatus,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,83.3
151,Actinobacillus_capsulatus,methylmalonyl-CoA-decarboxylaseBeta-KOK20509,534.3
152,Actinobacillus_capsulatus,methylmalonyl-CoA-decarboxylaseDelta-KOK23352,39.9
153,Actinobacillus_capsulatus,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,100.4
154,Actinobacillus_capsulatus,methylmalonyl-CoA-epimerase-EC5-1-99-1,50.0
155,Actinobacillus_pleuropneumoniae,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,85.0
156,Actinobacillus_pleuropneumoniae,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,73.6
157,Actinobacillus_pleuropneumoniae,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,616.4
158,Actinobacillus_pleuropneumoniae,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,82.7
159,Actinobacillus_pleuropneumoniae,methylmalonyl-CoA-decarboxylaseBeta-KOK20509,533.0
160,Actinobacillus_pleuropneumoniae,methylmalonyl-CoA-decarboxylaseDelta-KOK23352,44.7
161,Actinobacillus_pleuropneumoniae,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,101.0
162,Actinobacillus_pleuropneumoniae,methylmalonyl-CoA-epimerase-EC5-1-99-1,50.1
163,Actinomyces_canis,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,67.5
164,Actinomyces_canis,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,475.4
165,Actinomyces_canis,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,641.5
166,Actinomyces_canis,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,86.4
167,Actinomyces_canis,methylmalonyl-CoA-epimerase-EC5-1-99-1,13.6
168,Actinomyces_cardiffensis,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,68.6
169,Actinomyces_cardiffensis,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,491.4
170,Actinomyces_cardiffensis,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,641.1
171,Actinomyces_cardiffensis,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,84.0
172,Actinomyces_georgiae,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,53.9
173,Actinomyces_georgiae,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,468.2
174,Actinomyces_georgiae,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,638.1
175,Actinomyces_georgiae,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,79.8
176,Actinomyces_georgiae,methylmalonyl-CoA-epimerase-EC5-1-99-1,32.3
177,Actinomyces_graevenitzii,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,69.7
178,Actinomyces_graevenitzii,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,499.2
179,Actinomyces_graevenitzii,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,648.5
180,Actinomyces_graevenitzii,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,80.4
181,Actinomyces_naeslundii,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,71.4
182,Actinomyces_naeslundii,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,500.5
183,Actinomyces_naeslundii,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,648.2
184,Actinomyces_naeslundii,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,85.4
185,Actinomyces_naeslundii,methylmalonyl-CoA-epimerase-EC5-1-99-1,25.6
186,Actinomyces_neuii,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,62.1
187,Actinomyces_neuii,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,491.8
188,Actinomyces_neuii,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,655.7
189,Actinomyces_neuii,methylmalonyl-CoA-decarboxylaseDelta-KOK23352,14.4
190,Actinomyces_neuii,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,63.6
191,Actinomyces_oris,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,70.8
192,Actinomyces_oris,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,494.9
193,Actinomyces_oris,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,645.7
194,Actinomyces_oris,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,87.7
195,Actinomyces_oris,methylmalonyl-CoA-epimerase-EC5-1-99-1,25.0
196,Actinomyces_turicensis,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,25.2
197,Actinomyces_turicensis,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,53.6
198,Actinomyces_urogenitalis,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,66.4
199,Actinomyces_urogenitalis,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,480.7
200,Actinomyces_urogenitalis,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,11.7
201,Actinomyces_urogenitalis,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,634.9
202,Actinomyces_urogenitalis,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,80.6
203,Actinomyces_viscosus,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,69.6
204,Actinomyces_viscosus,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,499.9
205,Actinomyces_viscosus,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,648.0
206,Actinomyces_viscosus,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,84.7
207,Actinomyces_viscosus,methylmalonyl-CoA-epimerase-EC5-1-99-1,32.3
208,Adlercreutzia_equolifaciens,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,37.7
209,Adlercreutzia_equolifaciens,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,70.6
210,Adlercreutzia_equolifaciens,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,482.0
211,Adlercreutzia_equolifaciens,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,95.8
212,Adlercreutzia_equolifaciens,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,66.7
213,Adlercreutzia_equolifaciens,methylmalonyl-CoA-epimerase-EC5-1-99-1,49.7
214,Aerococcus_viridans,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,70.9
215,Aerococcus_viridans,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,54.8
216,Aerococcus_viridans,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,323.7
217,Aerococcus_viridans,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,68.6
218,Aerococcus_viridans,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,89.9
219,Aerococcus_viridans,methylmalonyl-CoA-epimerase-EC5-1-99-1,44.5
220,Aeromicrobium_massiliense,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,64.5
221,Aeromicrobium_massiliense,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,585.8
222,Aeromicrobium_massiliense,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,289.7
223,Aeromicrobium_massiliense,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,794.9
224,Aeromicrobium_massiliense,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,90.3
225,Aeromicrobium_massiliense,methylmalonyl-CoA-epimerase-EC5-1-99-1,196.5
226,Aeromicrobium_massiliense,methylmalonyl-CoA-mutase-EC5-4-99-2,768.9
227,Aeromonas_allosaccharophila,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,72.9
228,Aeromonas_allosaccharophila,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,310.3
229,Aeromonas_allosaccharophila,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,33.5
230,Aeromonas_allosaccharophila,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,400.6
231,Aeromonas_allosaccharophila,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,100.2
232,Aeromonas_allosaccharophila,methylmalonyl-CoA-epimerase-EC5-1-99-1,47.0
233,Aeromonas_bestiarum,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,76.0
234,Aeromonas_bestiarum,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,310.1
235,Aeromonas_bestiarum,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,29.7
236,Aeromonas_bestiarum,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,403.1
237,Aeromonas_bestiarum,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,96.4
238,Aeromonas_bestiarum,methylmalonyl-CoA-epimerase-EC5-1-99-1,46.4
239,Aeromonas_caviae,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,71.2
240,Aeromonas_caviae,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,309.8
241,Aeromonas_caviae,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,31.2
242,Aeromonas_caviae,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,402.0
243,Aeromonas_caviae,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,103.0
244,Aeromonas_caviae,methylmalonyl-CoA-epimerase-EC5-1-99-1,46.5
245,Aeromonas_enteropelogenes,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,72.4
246,Aeromonas_enteropelogenes,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,301.3
247,Aeromonas_enteropelogenes,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,29.4
248,Aeromonas_enteropelogenes,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,391.9
249,Aeromonas_enteropelogenes,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,97.7
250,Aeromonas_enteropelogenes,methylmalonyl-CoA-epimerase-EC5-1-99-1,47.7
251,Aeromonas_hydrophila,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,72.9
252,Aeromonas_hydrophila,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,311.0
253,Aeromonas_hydrophila,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,33.0
254,Aeromonas_hydrophila,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,402.5
255,Aeromonas_hydrophila,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,99.3
256,Aeromonas_hydrophila,methylmalonyl-CoA-epimerase-EC5-1-99-1,79.6
257,Aeromonas_jandaei,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,76.0
258,Aeromonas_jandaei,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,312.2
259,Aeromonas_jandaei,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,33.6
260,Aeromonas_jandaei,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,407.1
261,Aeromonas_jandaei,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,99.6
262,Aeromonas_jandaei,methylmalonyl-CoA-epimerase-EC5-1-99-1,76.5
263,Aeromonas_media,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,71.0
264,Aeromonas_media,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,302.8
265,Aeromonas_media,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,29.8
266,Aeromonas_media,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,395.5
267,Aeromonas_media,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,98.1
268,Aeromonas_media,methylmalonyl-CoA-epimerase-EC5-1-99-1,48.6
269,Aeromonas_punctata,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,71.2
270,Aeromonas_punctata,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,309.8
271,Aeromonas_punctata,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,31.2
272,Aeromonas_punctata,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,402.0
273,Aeromonas_punctata,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,103.0
274,Aeromonas_punctata,methylmalonyl-CoA-epimerase-EC5-1-99-1,46.5
275,Aeromonas_tecta,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,73.1
276,Aeromonas_tecta,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,304.2
277,Aeromonas_tecta,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,28.5
278,Aeromonas_tecta,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,397.0
279,Aeromonas_tecta,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,98.6
280,Aeromonas_tecta,methylmalonyl-CoA-epimerase-EC5-1-99-1,64.2
281,Aeromonas_trota,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,72.4
282,Aeromonas_trota,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,301.3
283,Aeromonas_trota,methylmalonyl-CoA-carboxyltransferase5S-KOK03416,29.4
284,Aeromonas_trota,methylmalonyl-CoA-decarboxylaseAlpha-KOK01604,391.9
285,Aeromonas_trota,methylmalonyl-CoA-decarboxylaseGamma-KOK23351,97.7
286,Aeromonas_trota,methylmalonyl-CoA-epimerase-EC5-1-99-1,47.7
287,Aeromonas_veronii,methylmalonyl-CoA-carboxyltransferase1-3S-KOK17490,74.3
288,Aeromonas_veronii,methylmalonyl-CoA-carboxyltransferase12S-KOK17489,312.7
