"","IMG_genome_ID","genome_name","met_mutase","met_epimerase","12S_carboxyltransferase","5S_carboxyltransferase","1_3S_carboxyltransferase","met_carboxyltransferase_complex","succ_transferase","n_genes_present","carboxyltransferase_any"
"45","650716097","Thermococcus sp. 4557",1,1,0,0,0,0,0,2,0
"46","651053028","Haloquadratum walsbyi C23, DSM 16854",1,1,0,0,0,0,0,2,0
"47","651324018","Nitrosarchaeum limnium SFB1 (unscreened)",1,1,0,0,0,0,0,2,0
"48","651324076","Nitrosarchaeum koreensis MY1",1,1,0,0,0,0,0,2,0
"49","2263328037","Marine Group II euryarchaeote sp. SCGC AAA288-C18 (unscreened)",1,1,0,0,0,0,0,2,0
"50","2264867248","Thaumarchaeota archaeon SCGC AB-179-E04 (contamination screened)",1,0,0,0,0,0,0,1,0
"51","2501025505","Palaeococcus ferrophilus DMJ, DSM 13482",1,1,0,0,0,0,0,2,0
"52","2502082092","uncultured archaeon sp. J07HX64",1,1,0,0,0,0,0,2,0
"53","2502171174","Halococcus hamelinensis 100A6",1,1,0,0,0,0,0,2,0
"54","2502545036","Candidatus Nitrosopumilus sp. BD31",1,1,0,0,0,0,0,2,0
"55","2502873002","unclassified Metallosphaera archaeon",1,1,0,0,0,0,0,2,0
"56","2504557009","Thermoproteales Type I archaeon",1,1,0,0,0,0,0,2,0
"57","2505313011","Sulfolobus Type II",1,0,0,0,0,0,0,1,0
"58","2505679052","Ignisphaera sp.",1,0,0,0,0,0,0,1,0
"59","2506520034","Halopiger xanaduensis SH-6",1,1,0,0,0,0,0,2,0
"60","2506520044","Natronococcus occultus SP4, DSM 3396",1,1,0,0,0,0,0,2,0
"61","2506783009","Halovivax ruber XH-70, DSM 18193",1,1,0,0,0,0,0,2,0
"62","2506783034","Halophilic archaeon J07HB67",1,1,0,0,0,0,0,2,0
"63","2506783047","Halobacterium sp. DL1",1,1,0,0,0,0,0,2,0
"64","2506783052","halophilic archaeon DL31",1,1,0,0,0,0,0,2,0
"65","2507262000","Haladaptatus paucihalophilus DX253",1,1,0,0,0,0,0,2,0
"66","2508501014","Haloferax denitrificans S1",1,1,0,0,0,0,0,2,0
"67","2508501015","Haloferax sulfurifontis M6",1,1,0,0,0,0,0,2,0
"68","2508501016","Haloarcula californiae BJGN-2, ATCC 33799",1,1,0,0,0,0,0,2,0
"69","2508501017","Haloarcula sinaiiensis BJSG-2",1,1,0,0,0,0,0,2,0
"70","2508501018","Haloarcula vallismortis J.F. 54",1,1,0,0,0,0,0,2,0
"71","2508501019","Haloferax mediterranei R-4",1,1,0,0,0,0,0,2,0
"72","2508501020","Haloferax mucosum PA12",1,1,0,0,0,0,0,2,0
"73","2508501049","Metallosphaera yellowstonensis MK1",1,1,0,0,0,0,0,2,0
"74","2508501109","Aciduliprofundum sp. MAR08-339",1,1,0,0,0,0,0,2,0
"75","2509601048","Natrinema pellirubrum 157",1,1,0,0,0,0,0,2,0
"76","2510065023","Candidatus Nitrososphaera gargensis Ga9-2",1,1,0,0,0,0,0,2,0
"77","2510065051","Halostagnicola larsenii XH-48, DSM 17691",1,1,0,0,0,0,0,2,0
"78","2510461022","Natronobacterium gregoryi SP2",1,1,0,0,0,0,0,2,0
"79","2511231053","Thermococcus sp. AM4",1,1,0,0,0,0,0,2,0
"80","2511231068","Haloarcula hispanica CGMCC 1.2049",1,1,0,0,0,0,0,2,0
"81","2512047006","Candidatus Halobaculum G22",1,1,0,0,0,0,0,2,0
"82","2512875005","Haloquadratum walsbyi J07HQW1",1,1,0,0,0,0,0,2,0
"83","2512875007","Halonotius sp. J07HN4",1,1,0,0,0,0,0,2,0
"84","2512875008","Halonotius sp. J07HN6",1,1,0,0,0,0,0,2,0
"85","2512875010","halophilic archaeon J07HX5",1,1,0,0,0,0,0,2,0
"86","2513237066","Marine Group I crenarchaeote sp. SCGC AAA288-I14 (unscreened)",1,1,0,0,0,0,0,2,0
"87","2513237067","Marine Group I crenarchaeote sp. SCGC AAA001-A19 (unscreened)",1,1,0,0,0,0,0,2,0
"88","2513237068","Marine Group I crenarchaeote sp. SCGC AAA007-N19 (unscreened)",1,1,0,0,0,0,0,2,0
"89","2513237398","Thermococcus litoralis DSM 5473",1,1,0,0,0,0,0,2,0
"90","2514885038","Sulfolobales sp. HSU1",1,1,0,0,0,0,0,2,0
"91","2514885039","Sulfolobales sp. HSU1",1,1,0,0,0,0,0,2,0
"92","2516493037","Candidatus Nitrosopumilus salaria BD31",1,1,0,0,0,0,0,2,0
"93","2516653072","Haladaptatus paucihalophilus DX253",1,1,0,0,0,0,0,2,0
"94","2516653073","Halomicrobium katesii DSM 19301",1,1,0,0,0,0,0,2,0
"95","2517093029","Natrinema sp. J7-2",1,1,0,0,0,0,0,2,0
"96","2517093039","Pyrococcus furiosus COM1",1,1,0,0,0,0,0,2,0
"97","2517287024","Natronorubrum tibetense DSM 13204",1,1,0,0,0,0,0,2,0
"98","2517287030","Haloplanus natans DSM 17983",1,1,0,0,0,0,0,2,0
"99","2518645512","Halophilic archaeon A07HB70",1,1,0,0,0,0,0,2,0
"100","2518645513","uncultured archaeon A07HR60",1,1,0,0,0,0,0,2,0
"101","2518645514","Uncultured archaeon A07HR67",1,1,0,0,0,0,0,2,0
"102","2518645532","Candidatus Nitrosopumilus koreensis AR1",1,1,0,0,0,0,0,2,0
"103","2518645553","Thermococcus cleftensis CL1",1,1,0,0,0,0,0,2,0
"104","2518645576","Candidatus Nitrosopumilus sediminis AR2",1,1,0,0,0,0,0,2,0
"105","2521172713","Haloferax mediterranei R-4",1,1,0,0,0,0,0,2,0
"106","2521172719","Pyrococcus sp. ST04",1,1,0,0,0,0,0,2,0
"107","2522125033","Metallosphaera My-r02",1,1,0,0,0,0,0,2,0
"108","2522125034","Sulfolobales-Type-1-ST1-r01",1,1,0,0,0,0,0,2,0
"109","2522125035","Sulfolobales-Type-2-ST2-r01",1,0,0,0,0,0,0,1,0
"110","2522125036","Sulfolobales-Type-2-ST2-r02",1,0,0,0,0,0,0,1,0
"111","2522125038","Thermoproteales-Type-1-TT1-r01",1,1,0,0,0,0,0,2,0
"112","2522125074","Archaeoglobus sulfaticallidus PM70-1, DSM 19444",1,1,0,0,0,0,0,2,0
"113","2522572136","Sulfolobales-str-MK5",1,1,0,0,0,0,0,2,0
"114","2522572137","Sulfolobales-MK5-r02",1,1,0,0,0,0,0,2,0
"115","2522572138","Sulfolobales-Si-r01",1,1,0,0,0,0,0,2,0
"116","2524023097","Marine Group I thaumarchaeote sp. SCGC AAA288-K20 (unscreened)",1,0,0,0,0,0,0,1,0
"117","2524023098","Marine Group I thaumarchaeote sp. SCGC AAA288-M04 (unscreened)",1,0,0,0,0,0,0,1,0
"118","2524023099","Marine Group I thaumarchaeote sp. SCGC AAA288-M23 (unscreened)",1,1,0,0,0,0,0,2,0
"119","2524023104","Marine Group I thaumarchaeote sp. SCGC AAA288-P02 (unscreened)",1,1,0,0,0,0,0,2,0
"120","2524023105","Marine Group I thaumarchaeote sp. SCGC AAA288-P18 (unscreened)",1,0,0,0,0,0,0,1,0
"121","2524023107","Marine Group I thaumarchaeote sp. SCGC AAA007-E15 (unscreened)",1,0,0,0,0,0,0,1,0
"122","2524023109","Marine Group I thaumarchaeote sp. SCGC AAA007-M20 (unscreened)",1,0,0,0,0,0,0,1,0
"123","2524023112","Marine Group I thaumarchaeote sp. SCGC AAA008-E15 (unscreened)",1,1,0,0,0,0,0,2,0
"124","2524023114","Marine Group I thaumarchaeote sp. SCGC AAA008-G03 (unscreened)",1,1,0,0,0,0,0,2,0
"125","2524023119","Marine Group I thaumarchaeote sp. SCGC AAA008-O18 (unscreened)",1,1,0,0,0,0,0,2,0
"126","2524023120","Marine Group I thaumarchaeote sp. SCGC AAA008-P02 (unscreened)",1,0,0,0,0,0,0,1,0
"127","2524023121","Marine Group I thaumarchaeote sp. SCGC AAA008-P23 (unscreened)",1,1,0,0,0,0,0,2,0
"128","2524023122","Marine Group I thaumarchaeote sp. SCGC AAA288-C17 (unscreened)",1,1,0,0,0,0,0,2,0
"129","2524023125","Marine Group I thaumarchaeote sp. SCGC AAA288-E09 (unscreened)",1,1,0,0,0,0,0,2,0
"130","2524023126","Marine Group I thaumarchaeote sp. SCGC AAA288-G05 (unscreened)",1,1,0,0,0,0,0,2,0
"131","2524023127","Marine Group I thaumarchaeote sp. SCGC AAA288-K02 (unscreened)",1,1,0,0,0,0,0,2,0
"132","2524023197","Sulfolobus acidocaldarius N8",1,1,0,0,0,0,0,2,0
"133","2524614637","Sulfolobales archaeon Acd1",1,1,0,0,0,0,0,2,0
"134","2524614679","Halorubrum ezzemoulense DSM 17463",1,1,0,0,0,0,0,2,0
"135","2524614823","Halorubrum saccharovorum M6",1,1,0,0,0,0,0,2,0
"136","2527291500","Thaumarchaeota archaeon SCGC AAA007-O23 (contamination screened)",1,1,0,0,0,0,0,2,0
"137","2528311097","Halalkalicoccus jeotgali B3, DSM 18796",1,1,0,0,0,0,0,2,0
"138","2528311132","Archaeoglobus fulgidus 7324",1,1,0,0,0,0,0,2,0
"139","2528768014","Uncultured archaeon A07HN63",1,1,0,0,0,0,0,2,0
"140","2529292733","Halococcus hamelinensis 100A6",1,1,0,0,0,0,0,2,0
"141","2529293001","Natrinema pallidum DSM 3751",1,1,0,0,0,0,0,2,0
"142","2529293002","Natronolimnobius innermongolicus JCM 12255",1,1,0,0,0,0,0,2,0
"143","2529293100","Halobiforma lacisalsi AJ5, JCM 12983",1,1,0,0,0,0,0,2,0
"144","2529293123","Haloferax volcanii DS2",1,1,0,0,0,0,0,2,0
"145","2529293211","Natronorubrum tibetense GA33",1,1,0,0,0,0,0,2,0
"146","2529293212","Natronobacterium gregoryi SP2",1,1,0,0,0,0,0,2,0
"147","2529293243","Haloferax sulfurifontis M6",1,1,0,0,0,0,0,2,0
"148","2529293244","Haloferax mucosum PA12",1,1,0,0,0,0,0,2,0
"149","2529293245","Haloferax mediterranei R-4",1,1,0,0,0,0,0,2,0
"150","2531839093","Halococcus morrhuae DSM 1307",1,1,0,0,0,0,0,2,0
"151","2531839219","Halalkalicoccus jeotgali B3, DSM 18796",1,1,0,0,0,0,0,2,0
"152","2531839260","Natrialba hulunbeirensis JCM 10989",1,1,0,0,0,0,0,2,0
"153","2531839261","Natrialba aegyptia DSM 13077",1,1,0,0,0,0,0,2,0
"154","2531839487","Halosimplex carlsbadense 2-9-1",1,1,0,0,0,0,0,2,0
"155","2531839650","Haloarcula vallismortis J.F. 54",1,1,0,0,0,0,0,2,0
"156","2531839655","Haloarcula californiae BJGN-2, ATCC 33799",1,1,0,0,0,0,0,2,0
"157","2534681901","Haloterrigena thermotolerans DSM 11552",1,1,0,0,0,0,0,2,0
"158","2534681902","Haloarcula japonica DSM 6131",1,1,0,0,0,0,0,2,0
"159","2534682115","Halorubrum lipolyticum DSM 21995",1,1,0,0,0,0,0,2,0
"160","2534682141","Haloferax denitrificans S1",1,1,0,0,0,0,0,2,0
"161","2537561588","Halogeometricum borinquense PR3, DSM 11551",1,1,0,0,0,0,0,2,0
"162","2537561593","Haloferax sp. BAB-2207 BAB2207",1,1,0,0,0,0,0,2,0
"163","2537561864","Haloferax sp. GUBF-3",1,1,0,0,0,0,0,2,0
"164","2537561866","Halogranum salarium B-1",1,1,0,0,0,0,0,2,0
"165","2537561867","Haloferax sp. GUBF-1, ATCC BAA-644",1,1,0,0,0,0,0,2,0
"166","2537561868","Haloferax sp. GUBF-2, ATCC BAA-645",1,1,0,0,0,0,0,2,0
"167","2537561915","Nitrosoarchaeum limnia BG20",1,1,0,0,0,0,0,2,0
"168","2537562080","Natrinema pellirubrum 157",1,1,0,0,0,0,0,2,0
"169","2540341082","Natronomonas moolapensis 8.8.11, DSM 18674",1,1,0,0,0,0,0,2,0
"170","2540341142","Sulfolobus acidocaldarius Ron12/I",1,1,0,0,0,0,0,2,0
"171","2540341177","Sulfolobus islandicus LAL14/1",1,1,0,0,0,0,0,2,0
"172","2547132157","Thermococcus zilligii AN1",1,1,0,0,0,0,0,2,0
"173","2548876507","Nitrosopumilus sp. SJ",1,1,0,0,0,0,0,2,0
"174","2548876770","Sulfolobus islandicus M.16.12",1,1,0,0,0,0,0,2,0
"175","2548876771","Sulfolobus islandicus M.16.13",1,1,0,0,0,0,0,2,0
"176","2548876772","Sulfolobus islandicus M.16.22",1,1,0,0,0,0,0,2,0
"177","2548876773","Sulfolobus islandicus M.16.30",1,1,0,0,0,0,0,2,0
"178","2548876774","Sulfolobus islandicus M.16.46",1,1,0,0,0,0,0,2,0
"179","2551306368","Halorubrum sp. T3",1,1,0,0,0,0,0,2,0
"180","2551306705","Sulfolobales MK5 r01",1,1,0,0,0,0,0,2,0
"181","2551306706","Metallosphaera yellowstonensis r05",1,1,0,0,0,0,0,2,0
"182","2551306707","Sulfolobales ST1-r02",1,1,0,0,0,0,0,2,0
"183","2554235466","Halobiforma nitratireducens JCM 10879",1,1,0,0,0,0,0,2,0
"184","2554235473","Halorubrum coriense ACM 3911, Ch2",1,1,0,0,0,0,0,2,0
"185","2554235474","Natronorubrum bangense JCM 10635",1,1,0,0,0,0,0,2,0
"186","2554235475","Halorubrum aidingense JCM 13560",1,1,0,0,0,0,0,2,0
"187","2554235476","Natrialba chahannaoensis JCM 10990",1,1,0,0,0,0,0,2,0
"188","2554235477","Natronococcus amylolyticus DSM 10524",1,1,0,0,0,0,0,2,0
"189","2554235478","Haloferax elongans ATCC BAA-1513",1,1,0,0,0,0,0,2,0
"190","2554235479","Haloarcula argentinensis DSM 12282",1,1,0,0,0,0,0,2,0
"191","2554235480","Halorubrum arcis AJ201",1,1,0,0,0,0,0,2,0
"192","2554235481","Haloferax alexandrinus JCM 10717",1,1,0,0,0,0,0,2,0
"193","2554235482","Haloarcula amylolytica JCM 13557",1,1,0,0,0,0,0,2,0
"194","2554235483","Natrialba asiatica DSM 12278",1,1,0,0,0,0,0,2,0
"195","2554235484","Natrinema gari JCM 14663",1,1,0,0,0,0,0,2,0
"196","2554235485","Halovivax asiaticus JCM 14624",1,1,0,0,0,0,0,2,0
"197","2554235486","Halorubrum distributum VKM B-1733, 1-M",1,1,0,0,0,0,0,2,0
"198","2554235487","Halorubrum distributum VKM B-1733, 1-M",1,1,0,0,0,0,0,2,0
"199","2554235488","Natrinema altunense JCM 12890",1,1,0,0,0,0,0,2,0
"200","2554235489","Halorubrum kocurii JCM 14978",1,1,0,0,0,0,0,2,0
"201","2554235490","Halorubrum tebenquichense ALT-6, ALT6-92",1,1,0,0,0,0,0,2,0
"202","2554235491","Halococcus thailandensis JCM 13552",1,1,0,0,0,0,0,2,0
"203","2554235492","Natrialba magadii ATCC 43099",1,1,0,0,0,0,0,2,0
"204","2554235493","Natronococcus jeotgali DSM 18795",1,1,0,0,0,0,0,2,0
"205","2554235494","Haloferax lucentense DSM 14919",1,1,0,0,0,0,0,2,0
"206","2554235495","Halococcus saccharolyticus DSM 5350",1,1,0,0,0,0,0,2,0
"207","2554235496","Halorubrum californiense SF3-213",1,1,0,0,0,0,0,2,0
"208","2554235497","Natronorubrum sulfidifaciens JCM 14089",1,1,0,0,0,0,0,2,0
"209","2554235498","Haloterrigena limicola JCM 13563",1,1,0,0,0,0,0,2,0
"210","2554235499","Haloferax prahovense TL6",1,1,0,0,0,0,0,2,0
"211","2554235500","Haloferax larsenii JCM 13917",1,1,0,0,0,0,0,2,0
"212","2554235501","Haloferax gibbonsii ATCC 33959",1,1,0,0,0,0,0,2,0
"213","2554235502","Natrinema versiforme JCM 10478",1,1,0,0,0,0,0,2,0
"214","2554235503","Halorubrum hochstenium 1-13-28",1,1,0,0,0,0,0,2,0
"215","2554235504","Natrialba taiwanensis DSM 12281",1,1,0,0,0,0,0,2,0
"216","2554235505","Haloterrigena salina JCM 13891",1,1,0,0,0,0,0,2,0
"217","2554235506","Halococcus salifodinae BIp",1,1,0,0,0,0,0,2,0
"218","2554235507","Halogeometricum pallidum JCM 14848",1,1,0,0,0,0,0,2,0
"219","2554235508","Halorubrum litoreum JCM 13561",1,1,0,0,0,0,0,2,0
"220","2554235509","Halorubrum terrestre JCM 10247",1,1,0,0,0,0,0,2,0
"221","2554235510","Haloarcula sinaiiensis BJSG-2",1,1,0,0,0,0,0,2,0
"222","2556793003","Sulfolobus acidocaldarius SUSAZ",1,1,0,0,0,0,0,2,0
"223","2558309064","Haloarcula hispanica N601",1,1,0,0,0,0,0,2,0
"224","2558860254","Thermococcus paralvinellae ES1",1,1,0,0,0,0,0,2,0
"225","2563367005","Natrinema sp. J7-1",1,1,0,0,0,0,0,2,0
"226","2565956587","Thermococcus nautili 30-1 (unscreened)",1,1,0,0,0,0,0,2,0
"227","2568526208","Halobacteriaceae archaeon G22",1,1,0,0,0,0,0,2,0
"228","2571042356","Thermoplasmata T3F75",1,1,0,0,0,0,0,2,0
"229","2571042357","Uncultured Thermoplasmata T3M75",1,1,0,0,0,0,0,2,0
"230","2574180086","Candidatus Acidianus copahuensis ALE1",1,1,0,0,0,0,0,2,0
"231","2576861458","Haloferax mediterranei R-4",1,1,0,0,0,0,0,2,0
"232","2576861807","Halostagnicola sp. A56",1,1,0,0,0,0,0,2,0
"233","2579779048","Thaumarchaeota archaeon MY2",1,1,0,0,0,0,0,2,0
"234","2579779171","Halorubrum sp. BV1",1,1,0,0,0,0,0,2,0
"235","2582580504","Haloterrigena jeotgali A29",1,1,0,0,0,0,0,2,0
"236","2582580505","Haladaptatus cibarius D43",1,1,0,0,0,0,0,2,0
"237","2585427612","Nitrososphaera viennensis EN76",1,1,0,0,0,0,0,2,0
"238","2585427666","Candidatus Nitrososphaera evergladensis SR1",1,1,0,0,0,0,0,2,0
"239","2585427993","Natrinema altunense AJ2",1,1,0,0,0,0,0,2,0
"240","2585428036","Marine Group I thaumarchaeote SCGC AAA799-N04 (unscreened)",1,1,0,0,0,0,0,2,0
"241","2588253738","Palaeococcus pacificus DY20341",1,1,0,0,0,0,0,2,0
"242","2588253768","Archaeoglobus fulgidus DSM 8774",1,1,0,0,0,0,0,2,0
"243","2588254065","Aramenus sulfurataquae AZ1",1,1,0,0,0,0,0,2,0
"244","2596583669","Halobacterium salinarum DSM 670",1,1,0,0,0,0,0,2,0
"245","2596583670","Halobacterium salinarum DSM 668",1,1,0,0,0,0,0,2,0
"246","2596583691","Halobacterium salinarum R1, DSM 671",1,1,0,0,0,0,0,2,0
"247","2597489945","Salinarchaeum sp. Harcht-Bsk1",1,1,0,0,0,0,0,2,0
"248","2597490337","Halobacterium salinarum DSM 3754",1,1,0,0,0,0,0,2,0
"249","2600255127","Halococcus agarilyticus 197A",1,1,0,0,0,0,0,2,0
"250","2600255154","Unclassified haloarchaeon 3A1-DGR",1,1,0,0,0,0,0,2,0
"251","2602041563","Halopiger djelfamassiliensis IIH2",1,1,0,0,0,0,0,2,0
"252","2602041564","Halopiger goleamassiliensis IIH3",1,1,0,0,0,0,0,2,0
"253","2603880166","Candidatus Nitrosocosmicus exaquare G61",1,1,0,0,0,0,0,2,0
"254","2609460254","Metallosphaera sedula",1,1,0,0,0,0,0,2,0
"255","2609460336","Haloferax alexandrinus Arc-Hr",1,1,0,0,0,0,0,2,0
"256","2617270732","Halorubrum sodomense RD 26",1,1,0,0,0,0,0,2,0
"257","2617270761","Halorubrum xinjiangense CGMCC 1.3527",1,1,0,0,0,0,0,2,0
"258","2617270777","Halobellus clavatus CGMCC 1.10118",1,1,0,0,0,0,0,2,0
"259","2617270873","Halorubrum aquaticum CGMCC 1.6377",1,1,0,0,0,0,0,2,0
"260","2617270895","Halogeometricum limi CGMCC 1.8711",1,1,0,0,0,0,0,2,0
"261","2617270898","Haloplanus vescus CGMCC 1.8712",1,1,0,0,0,0,0,2,0
"262","2617270902","Halogranum gelatinilyticum CGMCC 1.10119",1,1,0,0,0,0,0,2,0
"263","2617270915","Halobacterium jilantaiense CGMCC 1.5337",1,1,0,0,0,0,0,2,0
"264","2617270917","Halopelagius inordinatus CGMCC 1.7739",1,1,0,0,0,0,0,2,0
"265","2617270920","Halogeometricum rufum CGMCC 1.7736",1,1,0,0,0,0,0,2,0
"266","2617270925","Natronorubrum sediminis CGMCC 1.8981",1,1,0,0,0,0,0,2,0
"267","2617270928","Halogranum amylolyticum CGMCC 1.10121",1,1,0,0,0,0,0,2,0
"268","2617271048","Halorubrum sp. AJ67",1,1,0,0,0,0,0,2,0
"269","2617271215","Halorubrum halophilum B8",1,1,0,0,0,0,0,2,0
"270","2617271222","Halolamina rubra CBA1107",1,1,0,0,0,0,0,2,0
"271","2617271223","Halobellus rufus CBA1103",1,1,0,0,0,0,0,2,0
"272","2619618869","Halobellus limi CGMCC 1.10331",1,1,0,0,0,0,0,2,0
"273","2619618938","Haloplanus aerogenes CGMCC 1.10124",1,1,0,0,0,0,0,2,0
"274","2619618990","Halogranum rubrum CGMCC 1.7738",1,1,0,0,0,0,0,2,0
"275","2619619229","Thaumarchaeota archaeon N4",1,1,0,0,0,0,0,2,0
"276","2627853696","Nitrosopumilus piranensis D3C",1,1,0,0,0,0,0,2,0
"277","2627853826","Haloarcula sp. CBA1115",1,1,0,0,0,0,0,2,0
"278","2627854092","Nitrosopumilus adriaticus NF5",1,1,0,0,0,0,0,2,0
"279","2627854207","Natrinema altunense 1A4-DGR",1,1,0,0,0,0,0,2,0
"280","2627854249","Marine Group I thaumarchaeote SCGC AAA799-B03 (unscreened)",1,1,0,0,0,0,0,2,0
"281","2630968650","Thaumarchaeota archaeon SAT1",1,1,0,0,0,0,0,2,0
"282","2630968656","Marine Group I thaumarchaeote RSA3 (unscreened)",1,1,0,0,0,0,0,2,0
"283","2630968663","Halococcus sediminicola CBA1101",1,1,0,0,0,0,0,2,0
"284","2630968753","Halapricum salinum CBA1105",1,1,0,0,0,0,0,2,0
"285","2630968793","Candidatus Nitrosopelagicus brevis CN25",1,1,0,0,0,0,0,2,0
"286","2634166507","Geoglobus acetivorans SBH6",1,1,0,0,0,0,0,2,0
"287","2634166654","Euryarchaeota archaeon SCGC AC-657-J18 (unscreened)",1,1,0,0,0,0,0,2,0
"288","2634166661","Thaumarchaeota archaeon SCGC AC-665-F20 (unscreened)",1,1,0,0,0,0,0,2,0
"289","2634166663","Thaumarchaeota archaeon SCGC AC-665-L14 (unscreened)",1,1,0,0,0,0,0,2,0
"290","2634166670","Thaumarchaeota archaeon SCGC AC-728-E05 (unscreened)",1,0,0,0,0,0,0,1,0
"291","2634166676","Thaumarchaeota archaeon SCGC AC-738-L21 (unscreened)",1,1,0,0,0,0,0,2,0
"292","2634166682","Thaumarchaeota archaeon SCGC AD-103-C20 (unscreened)",1,1,0,0,0,0,0,2,0
"293","2634166689","Thaumarchaeota archaeon SCGC AD-113-N16 (unscreened)",1,1,0,0,0,0,0,2,0
"294","2634166697","Thaumarchaeota archaeon SCGC AD-259-M03 (unscreened)",1,1,0,0,0,0,0,2,0
"295","2634166704","Euryarchaeota archaeon SCGC AD-263-N20 (unscreened)",1,1,0,0,0,0,0,2,0
"296","2634166733","Thaumarchaeota archaeon SCGC AB-633-I03 (unscreened)",1,1,0,0,0,0,0,2,0
"297","2634166745","Euryarchaeota archaeon SCGC AB-663-I06 (unscreened)",1,1,0,0,0,0,0,2,0
"298","2634166810","Thaumarchaeota archaeon SCGC AC-337-E14 (unscreened)",1,1,0,0,0,0,0,2,0
"299","2634166865","Unclassified Archaeon SCGC AD-684-D18 (unscreened)",1,1,0,0,0,0,0,2,0
"300","2634166880","Unclassified Archaeon SCGC AD-706-D03 (unscreened)",1,1,0,0,0,0,0,2,0
"301","2634166884","Unclassified Archaeon SCGC AD-726-C03 (unscreened)",1,1,0,0,0,0,0,2,0
"302","2636415484","Saccharolobus solfataricus 98/2 SULC",1,1,0,0,0,0,0,2,0
